# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,-0.7028269715475872,0.0,0.013420317454296461,74.5138856368747,0.0,0.0
 0.12428406767291862,0.015446529477326618,0.12428406767291864,1.0000000000000002,-0.7028269715475872,0.0,0.013420317454296461,74.5138856368747,0.0,0.0
 0.1753502719503583,0.03074771787306462,0.29963433962327707,3.4337831532903986,-0.6910055880648027,0.0,0.013681775971627886,73.08992648861637,0.23149132875746325,4.533161060880588
 0.21425358904059638,0.045904600416776783,0.38960386099095495,2.3126439619271877,-0.6790674250479117,0.0,0.013948337408385247,71.69313235847272,0.3068674835413098,1.9375251372269362
 0.2468161508870675,0.0609182123387077,0.4610697399276643,2.194725319023212,-0.6670115841305174,0.0,0.014220076532815724,70.32310956219513,0.3702362539604922,1.946062190007013
 0.2752990898453942,0.07578958886970247,0.522115240732462,2.1432304051949522,-0.6548371813537793,0.0,0.014497067913776874,68.97946577526056,0.42742789971745376,2.0079264236263836
 0.3008650282786694,0.0905197652411246,0.5761641181240642,2.114097142675398,-0.6425433484705938,0.0,0.014779384648954594,67.66181568125937,0.480867655817578,2.0902716416843936
 0.3242063797718433,0.10510977668476473,0.6250714080505123,2.09530668953556,-0.6301292343554697,0.0,0.015067098524083642,66.36977905212301,0.5318506993373782,2.184236998217948
 0.34577544509803826,0.11956065843274652,0.6699818248698816,2.0821679632462766,-0.6175940064149141,0.0,0.015360280484488212,65.10297784014189,0.5811669514177759,2.2864343602550394
 0.36588720354424636,0.13387344571742882,0.7116626486422846,2.0724604406862075,-0.6049368520965925,0.0,0.01565900052003208,63.86103625967255,0.6293410072607515,2.3953179415824954
 0.3847715864916511,0.14804917377130222,0.7506587900358987,2.064994207235846,-0.59215698049813,0.0,0.01596332506580417,62.643590597685034,0.676742874472311,2.5101094032873243
 0.40260263017878806,0.16208887782687806,0.7873742166704392,2.059073337419188,-0.5792536240039005,0.0,0.016273319565052926,61.450277308356156,0.7236456104663036,2.6303976826565467
 0.4195159032939947,0.17599359311657636,0.8221185334727821,2.054263333044891,-0.566226039981764,0.0,0.016589048026685822,60.28073451781917,0.7702580058512386,2.755965392826659
 0.435619506992747,0.18976435487260399,0.8551354102867406,2.050278771857545,-0.553073512585449,0.0,0.01691057064305205,59.13461000861402,0.8167443537705829,2.8867046649282586
 0.4510013285200283,0.20340219832683054,0.8866208355127768,2.0469243626441456,-0.539795354634794,0.0,0.017237945129449733,58.0115548860621,0.8632370312647792,3.0225729385649602
 0.46573399995131887,0.2169081587106552,0.9167353284713499,2.0440619407701677,-0.5263909095706951,0.0,0.01757122716973477,56.91122141556688,0.9098448388409286,3.1635679783884574
 0.47987839215250133,0.23028327125486997,0.9456123921038209,2.041590986854627,-0.5128595534347846,0.0,0.01791046727521328,55.83327250115488,0.9566587198267397,3.3097131583990964
 0.49348614082820375,0.24352857118951388,0.9733645329807065,2.0394366135258646,-0.4992006970448288,0.0,0.01825571475454367,54.77736771446375,1.0037557802889623,3.4610472007259916
 0.5066015137598032,0.25664509374372424,1.0000876545880075,2.0375418790353876,-0.485413788147124,0.0,0.01860701220519473,53.74317966647105,1.0512022013866906,3.617618907611335
 0.5192628179887102,0.2696338741455766,1.0258643317485188,2.0358627116518204,-0.4714983137249174,0.0,0.018964399828367885,52.73037950318632,1.09905537143924,3.779481891233281
 0.5315034784664361,0.28249594762192154,1.0507662964551496,2.0343644652136668,-0.4574538023548675,0.0,0.019327912142576183,51.73864577939414,1.1473654869854866,3.946691899032397
 0.543352877417809,0.29523234939821286,1.0748563558842459,2.0330195251215715,-0.4432798266991738,0.0,0.019697579335407552,50.76765946577209,1.1961767608517702,4.1193037779041
 0.5548370163375239,0.30784411469832595,1.0981898937553256,2.031805608953658,-0.42897600606233627,0.0,0.020073424857847126,49.81710929159549,1.2455283532213406,4.297369851983269
 0.5659790444392557,0.3203322787443732,1.1208160607767808,2.030704537348846,-0.4145420090280124,0.0,0.020455467108890072,48.88668612047455,1.2954550915268572,4.48093810656936
 0.5767996851217122,0.3326978767565065,1.1427787295609675,2.0297013299586646,-0.3999775562561761,0.0,0.02084371730339314,47.97608725182673,1.3459880241148505,4.670049960158314
 0.5873175835548565,0.34494194395271605,1.1641172686765675,2.028783530401602,-0.3852824233300949,0.0,0.02123818081709903,47.08501206444631,1.3971548612575948,4.864739612003251
 0.5975495925432599,0.35706551554861615,1.184867176098122,2.0279406952311847,-0.37045644370666386,0.0,0.021638854243104473,46.21316770127347,1.448980316596114,5.065032233382173
 0.6075110095769675,0.36906962675722654,1.2050606021202337,2.027164002247969,-0.3554995118390996,0.0,0.022045727428161334,45.360263264554135,1.5014863665433107,5.270941851899797
 0.6172157749027009,0.3809553127887418,1.224726784479669,2.026445946847161,-0.34041158628686113,0.0,0.022458780424594302,44.526015264164286,1.5546924676510183,5.482471684979857
 0.6266766381877446,0.3927236088502936,1.2438924130904483,2.0257801041346286,-0.32519269306546084,0.0,0.022877985152745955,43.71014288729766,1.6086157005840347,5.699610205578355
 0.6359052996678844,0.4043755501457022,1.262581937855624,2.025160940770838,-0.30984292902777577,0.0,0.023303303365931186,42.91237101869315,1.6632708947790278,5.922331674274887
 0.6449125304064254,0.4159121718752188,1.2808178300743063,2.024583664838621,-0.2943624653712583,0.0,0.023734686802490152,42.13242872432106,1.7186707108854546,6.150593641326082
